849.36, 630.79, 335.86, 614.49, 971.01, 5835.27
-797.72, 972.29, 171.67, 341.53, -359.90, 3416.33
-16.94, 248.57, 536.79, 514.76, 763.18, 3531.61
341.23, -973.39, 542.41, 785.70, 163.79, 0.00
-732.78, 559.13, 930.60, -86.46, -844.05, 584.27
404.46, 82.31, 727.10, 913.08, -471.60, 2548.68
559.92, 640.55, 450.61, -866.88, 941.40, 1923.72
366.19, -707.27, 662.65, -154.88, 197.97, 0.00
-890.56, 452.13, -768.85, 358.56, -74.80, 1513.91
-649.53, 784.11, 99.95, 66.99, -872.07, 1372.76
-59.42, -129.18, 912.47, 480.94, -875.97, 0.00
-137.36, 501.27, 447.37, 749.02, -752.68, 2757.16
-927.30, 44.71, -443.16, -581.47, 591.30, 0.00
-56.92, 846.92, -450.36, -676.99, 986.02, 2402.44
164.10, -219.58, -474.72, -629.02, -994.02, 0.00
345.38, -687.80, -696.22, 112.58, -44.53, 0.00
758.35, 936.34, 899.72, -252.78, -696.58, 2549.18
403.67, 599.90, 109.35, 520.07, -229.71, 3410.00
-326.88, 702.26, -692.68, -300.70, -950.93, 0.00
980.16, -427.35, 656.79, -236.06, -469.34, 0.00
-535.45, -536.18, 554.67, -457.44, 218.48, 0.00
-991.27, -27.86, 715.26, -321.27, -68.27, 0.00
577.32, 922.06, 558.21, 94.94, -219.34, 3794.27
-60.03, 499.31, 650.14, 889.77, 558.46, 5116.59
-1.86, 516.40, 925.60, -620.65, -745.90, 0.00
80.54, 771.54, 620.78, 8.45, -67.17, 3000.13
216.47, -762.50, -567.37, -549.79, -545.21, 0.00
670.46, 130.95, -960.45, -393.35, -462.94, 0.00
-681.75, 854.00, -180.70, 576.16, -763.48, 2920.94
-206.27, -486.31, 158.54, -128.39, -394.45, 0.00
-662.16, -322.79, 33.54, -108.86, -610.46, 0.00
-871.21, -137.12, 839.29, 271.52, 198.22, 397.93
825.07, -507.49, -459.27, -839.23, 255.17, 0.00
361.61, -884.95, 912.66, 517.01, 200.29, 0.00
199.07, 442.30, -163.24, -247.41, -707.75, 0.00
-942.93, 875.97, 285.20, -158.48, -325.11, 1817.11
104.40, -282.33, -899.04, 495.53, 36.96, 0.00
162.69, 760.92, -636.83, -604.24, -311.08, 479.22
908.93, 133.03, -738.94, 119.48, -114.17, 777.89
-646.17, 272.44, -322.98, -401.59, 580.07, 223.75
943.54, 290.26, 851.44, 624.68, 152.68, 3804.51
372.30, 262.18, -933.59, -128.57, 884.27, 1609.94
-680.78, -676.50, -805.72, -503.28, -851.62, 0.00
605.52, -268.53, 661.55, -452.13, -942.44, 0.00
-572.56, 405.44, -143.96, -592.03, 867.92, 744.88
-340.13, 213.17, -567.74, -862.73, 937.99, 0.00
780.33, 546.31, -710.01, 171.30, -521.71, 1730.31
