-612.78, -23.10, -197.18, 543.44, -342.27, -667.59, -823.73, 1759.83
278.60, 358.07, -903.74, -455.49, 432.66, -595.20, -426.01, 795.43
824.09, -243.14, 41.11, -455.00, 150.06, -575.00, 8.58, 0.00
996.58, 925.29, 135.90, -511.15, -451.64, 795.04, 439.07, 0.00
-622.36, -117.89, 610.22, 95.13, 452.44, 486.31, -558.70, 1158.62
-715.87, 998.05, -969.36, -294.35, -525.86, -548.57, 682.18, 0.00
-529.83, 762.08, -371.62, 674.00, -7.05, -500.17, -905.15, 2466.99
-557.91, -435.16, -981.44, 245.40, -360.21, -284.71, -737.66, 4628.80
651.05, -656.00, 843.26, 145.05, 239.11, 765.86, -663.87, 7554.51
442.06, -132.05, 776.60, -759.15, -970.09, 858.15, 563.95, 0.00
546.56, 285.99, 43.73, 728.26, -856.01, 460.43, -94.88, 5175.89
-866.02, 523.24, 834.28, 346.90, -173.56, 271.83, 473.92, 0.00
-317.97, 328.23, -563.77, 396.89, -613.51, -373.39, -190.34, 283.03
-40.50, 185.22, 165.07, -792.96, -719.84, 32.75, 151.10, 0.00
-208.11, 509.87, -448.90, -506.88, -484.12, -236.67, -512.99, 0.00
-321.51, -265.66, 522.51, -248.82, 905.70, -940.06, 325.11, 0.00
602.34, 782.59, 517.50, -448.71, -462.32, -95.86, 61.25, 0.00
120.09, 453.72, 621.14, -480.88, 908.38, 638.42, 312.66, 0.00
24.08, -294.41, 158.24, -524.52, 997.13, 515.43, -797.66, 3910.11
-58.08, 742.97, 18.10, -54.23, -460.80, -277.81, 5.22, 0.00
495.22, 503.10, 560.78, -400.25, -521.10, -42.70, -138.95, 0.00
73.46, 844.11, -227.76, -124.06, 74.98, -576.65, 115.21, 0.00
-891.29, 79.99, 833.49, 4.12, -98.97, -123.02, 268.41, 0.00
-822.02, 71.81, -99.46, -250.04, 596.24, 669.79, 224.59, 0.00
397.20, -120.76, 901.06, 28.41, -721.85, -997.01, 295.45, 0.00
-651.78, -593.25, 560.29, -826.04, -74.31, 445.54, -100.07, 0.00
-521.53, 967.16, 678.82, -541.00, -971.80, 625.23, -182.23, 0.00
597.34, -735.83, -984.37, -800.41, -750.66, -456.04, -418.20, 1943.05
944.40, 704.70, 50.69, 619.56, 630.66, -170.08, 376.75, 3361.46
-225.93, -946.23, 44.59, -153.29, -677.11, -371.44, -636.71, 1080.90
640.43, -944.27, 998.72, 816.95, -220.56, 564.74, -584.15, 9559.48
-434.98, -960.20, -242.53, 451.22, 12.67, 852.29, -594.90, 8856.76
